37.9062995911 55.4087982178
40.6273818094 56.2054769299
43.4592858399 56.9399500954
46.399685008 57.6079324266
49.444199873 58.2051846331
52.5861836878 58.7276111937
55.816589056 59.1713707682
59.1239471601 59.5329945042
62.4944855664 59.8095055035
65.9123993568 59.9985311439
69.3602738383 60.0983992099
72.8196376198 60.1082092212
76.2716060471 60.0278720796
79.697560986 59.858114039
83.0798070991 59.6004445924
86.4021485561 59.2570915304
89.6503425789 58.8309095098
92.8124043249 58.325270478
95.8787572714 57.7439450121
98.8422406582 57.0909831233
101.697998047 56.3706016541


135.188002686 48.5279998779
133.910785541 49.1935150023
132.599117819 49.8445653532
131.25206346 50.4804149375
129.868740012 51.1002978928
128.448333943 51.7034191073
126.990116615 52.2889552495
125.493461734 52.8560562689
123.95786418 53.403847427
122.382960062 53.9314319191
120.768547741 54.4378941443
119.114609497 54.9223036731
117.421333409 55.3837199518
115.6891349 55.821197771
113.918677315 56.2337935037
112.110890802 56.6205720972
110.266988675 56.9806147749
108.388480399 57.3130273719
106.477180324 57.6169491962
104.535211302 57.8915622693
102.565002441 58.136100769


60.8027000427 56.7430992126
62.7059215418 57.1296212298
64.6477501863 57.4867309267
66.6262752513 57.8134382376
68.6392197244 58.108798709
70.6839400135 58.3719250584
72.757433805 58.6019988302
74.8563567534 58.7982818439
76.9770483433 58.9601271004
79.1155668617 59.0869888024
81.267732965 59.1784311435
83.4291808623 59.2341355518
85.5954156951 59.2539061102
87.7618753202 59.2376729439
89.9239944222 59.1854934386
92.0772687381 59.0975512397
94.2173171633 58.9741530736
96.3399396496 58.8157235178
98.4411690666 58.622797927
100.517315569 58.3960137804
102.565002441 58.136100769


73.401802063 61.3437004089
74.9561386527 61.3428505033
76.5095108102 61.32426305
78.0601653921 61.287972715
79.6063694379 61.2340469224
81.1464227918 61.1625852362
82.6786701273 61.0737184561
84.2015121707 60.9676074469
85.7134159433 60.8444417262
87.2129238755 60.7044378368
88.6986616791 60.547837538
90.1693449014 60.3749058466
91.6237841223 60.1859289652
93.0608887878 59.9812121297
94.4796697089 59.7610774127
95.8792402813 59.5258615135
97.2588165081 59.2759135646
98.6177159231 59.0115929826
99.9553555308 58.7332673858
101.271248886 58.4413106003
102.565002441 58.136100769


92.4933013916 56.1729011536
92.970659698 56.2896858708
93.4509204357 56.4046232662
93.9340668698 56.5176940743
94.4200807192 56.6288790846
94.9089421304 56.7381591532
95.4006296516 56.8455152151
95.8951202083 56.9509282964
96.3923890811 57.0543795269
96.8924098838 57.155850153
97.3951545444 57.2553215507
97.900593287 57.3527752391
98.4086946162 57.448192894
98.9194253029 57.5415563614
99.4327503729 57.6328476719
99.9486330969 57.7220490545
100.467034983 57.8091429508
100.987915774 57.8941120301
101.51123344 57.9769392029
102.036944184 58.0576076365
102.565002441 58.136100769


114.039001465 62.5346984863
113.407951304 62.0413895019
112.797103047 61.5452943285
112.205517449 61.0465570048
111.632304615 60.5453125736
111.07662149 60.0416877143
110.537669416 59.5358013297
110.014691772 59.0277650892
109.506971692 58.5176839316
109.013829888 58.0056565314
108.534622561 57.4917757291
108.068739418 56.9761289309
107.615601784 56.4587984777
107.174660809 55.9398619873
106.745395778 55.4193926706
106.327312509 54.8974596252
105.919941837 54.3741281069
105.522838192 53.8494597817
105.135578253 53.3235129587
104.757759683 52.796342807
104.388999939 52.2680015564


132.147994995 43.3989982605
130.988618666 43.9860147534
129.806322132 44.5610761042
128.60067914 45.1236988336
127.37129878 45.6733861226
126.117831156 46.209628376
124.839973429 46.7319039458
123.537476193 47.2396800296
122.210150152 47.732413759
120.857873032 48.2095534898
119.480596652 48.6705403085
118.078354081 49.1148097622
116.65126675 49.5417938219
115.199551423 49.9509230817
113.723526855 50.3416291931
112.22362001 50.7133475324
110.700371647 51.0655200868
109.154441106 51.3975985465
107.586610106 51.7090475774
105.997785378 51.9993482455
104.388999939 52.2680015564


150.720000013 59.9109992981
148.093294086 59.9766072391
145.460323213 59.9898904488
142.829405769 59.9507790032
140.208815857 59.8594784372
137.606612655 59.7164644289
135.030479532 59.5224706705
132.487581878 59.2784706389
129.984449655 58.985654296
127.526888585 58.645400967
125.119921606 58.2592497487
122.767760088 57.8288687911
120.473802489 57.3560246905
118.240656811 56.842553055
116.070182374 56.2903310866
113.963546149 55.7012527851
111.921288936 55.0772071537
109.943397137 54.4200595775
108.029376436 53.7316363801
106.178324425 53.0137124276
104.388999939 52.2680015564


30.2625019704 59.8003005981
33.9855049028 60.535957352
37.8685515079 61.1634166372
41.8943262698 61.6754366211
46.0393554868 62.0656281054
50.2744171891 62.3288062148
54.5655722157 62.4613087372
58.8757735249 62.4612391452
63.1668888062 62.3285984443
67.4018732667 62.0652851021
71.5467919346 61.6749630692
75.5724284303 61.1628186584
79.4553153934 60.5352421471
83.1781449784 59.7994760755
86.7296271654 58.963269306
90.1039333433 58.0345666638
93.2998864074 57.0212521279
96.3200456337 55.9309523535
99.1698007481 54.7708987294
101.856549824 53.5478408201
104.388999939 52.2680015564


40.7167015076 64.6003036499
44.6379020503 64.8344968759
48.6123750968 64.963840696
